Order;City;Cantidad
1012633238223-01;Quito;1
1012640932827-01;Ruminahui;2
1012642750474-01;Quito;27
1012650307435-01;Quito;1
1012650390637-01;Daule;1
1012650471689-01;Quito;2
1012663348062-01;Quito;1
1012670934726-01;Daule;1
1012672317144-01;Portoviejo;1
1012673174201-01;Atacames;29
1012673561543-01;Huaquillas;4
1012680410737-01;Guayaquil;1
1012682409557-01;Portoviejo;1
1012682650308-01;Guayaquil;2
1012690064229-01;Esmeraldas;1
1012691659399-01;Tena;1
1012693572052-01;Duran;1
1012700728336-01;Manta;1
1012710353048-01;Guayaquil;1
1012721167910-01;Guayaquil;2
1012721495396-01;El Triunfo;1
1012722891648-01;Guayaquil;1
1012730520740-01;Cuenca;1
1012731250633-01;Quito;1
1012731594854-01;Quito;1
1012740293035-01;Cuenca;1
1012742835628-01;Duran;1
1012752369443-01;El Triunfo;1
1012762663612-01;Quevedo;1
1012791135381-01;Quito;1
1012842834594-01;Guayaquil;1
1012850244795-01;Samborondon;1
1012850750961-01;Guayaquil;1
1012862625299-01;Manta;1
1012863202828-01;Guayaquil;18
1012871961582-01;Atacames;38
1012872375153-01;Machala;1
1012880320637-01;Guayaquil;1
1012890406145-01;Guayaquil;1
1012900353667-01;Milagro;1
1012903029417-01;Machala;1
1012911602757-01;Ambato;1
1012921934343-01;Quito;1
1012931070985-01;La Troncal;1
1012931304475-01;Quito;1
1012933592564-01;Guayaquil;1
1012960690661-01;Guayaquil;1
1012963073896-01;Manta;1
1012980962872-01;Milagro;2
1012990724161-01;Guayaquil;38
1013002023166-01;Manta;1
1013011373133-01;Machala;1
1013033292927-01;Guayaquil;1
1013070355119-01;Guayaquil;8
1013112706348-01;Daule;1
1013112831876-01;Quito;4
1013120885933-01;Manta;1
1013121351385-01;Guayaquil;4
1013131190777-01;La Troncal;1
1013132235733-01;Guayaquil;3
1013132920570-01;Guayaquil;1
1013140188077-01;Guayaquil;1
1013140685274-01;Guayaquil;1
1013162714848-01;Guayaquil;2
1013170292163-01;Guayaquil;1
1013171760837-01;Manta;1
1013180811779-01;Quito;1
1013191886939-01;La Troncal;1
1013192947569-01;Milagro;1
1013200798967-01;Quito;1
1013201889474-01;La Libertad;1
1013203442501-01;Guayaquil;1
1013210309398-01;Guayaquil;1
1013213503954-01;Guayaquil;1
1013220060974-01;Quito;1
1013220236066-01;Pedernales;1
1013223421621-01;Quito;1
1013242136033-01;Guayaquil;1
1013243003895-01;Mejia;1
1013250801268-01;Machala;1
1013271675129-01;Cuenca;1
1013301316564-01;Guayaquil;7
1013321632531-01;Guayaquil;1
1013350246786-01;Cuenca;1
1013350632953-01;Quito;2
1013351035633-01;Quito;1
1013360571774-01;Guayaquil;2
1013361323778-01;Guayaquil;26
1013362340520-01;Guayaquil;1
1013363399484-01;Duran;4
1013371738568-01;Guayaquil;1
1013380025088-01;Guayaquil;2
1013381557720-01;Ibarra;1
1013390502145-01;Guayaquil;1
1013390610975-01;Quito;2
1013391309044-01;La Libertad;5
1013391751554-01;Manta;1
1013392382590-01;Riobamba;1
1013392796246-01;Playas;1
1013400278150-01;Junin;1
1013400514145-01;Cuenca;3
1013413260663-01;Loja;2
1013420590693-01;Guayaquil;1
1013430657043-01;Loja;4
1013432792137-01;Quito;7
1013442211835-01;Guayaquil;1
1013442950016-01;Isidro Ayora;7
1013452837341-01;Quito;2
1013452944853-01;Quito;1
1013470383612-01;Quito;1
1013482360072-01;Simon Bolivar;1
1013483253553-01;Naranjal;1
1013572612782-01;Guayaquil;1
1013580216195-01;Loja;6
1013580465824-01;Quito;1
1013582693973-01;Guayaquil;1
1013591986922-01;Guayaquil;1
1013592249529-01;Cuenca;1
1013600343837-01;Isidro Ayora;4
1013601414923-01;Milagro;3
1013610187602-01;Guayaquil;1
1013611463962-01;Guayaquil;3
1013612039285-01;Guayaquil;1
1013612286065-01;Guayaquil;1
1013623330168-01;Guayaquil;1
1013631145154-01;Salinas;1
1013632146227-01;Guayaquil;1
1013643081498-01;Guayaquil;3
1013643166271-01;Ambato;1
1013651913444-01;Esmeraldas;1
1013652441608-01;Lago Agrio;1
1013661141797-01;Quito;4
1013663209809-01;Guayaquil;1
1013671489335-01;Guayaquil;1
1013672084760-01;Quito;1
1013681551194-01;Guayaquil;2
1013681771323-01;Quito;1
1013682547871-01;Quito;9
1013683521169-01;Santa Elena;1
1013690963488-01;Cayambe;1
1013701769229-01;Tena;1
1013702662717-01;Guayaquil;18
1013702760182-01;Quito;1
1013703527124-01;Guayaquil;17
1013710287912-01;Guayaquil;2
1013710566004-01;Guayaquil;1
1013710707067-01;Guayaquil;1
1013712394417-01;Quito;1
1013720732688-01;Duran;1
1013721615069-01;Guayaquil;36
1013723259928-01;Chone;2
1013730765953-01;Zamora;4
1013732956678-01;Quito;1
1013820783118-01;Cotacachi;1
1013821201964-01;Guayaquil;1
1013821227882-01;Machala;4
1013832157050-01;Samborondon;8
1013862573342-01;Salinas;1
1013862682116-01;Santo Domingo;1
1013862792140-01;Manta;1
1013862815292-01;Machala;2
1013870180630-01;Santa Elena;1
1013871187154-01;La Libertad;1
1013871951287-01;Quito;1
1013872335151-01;Quito;1
1013881566906-01;Vinces;1
1013882116620-01;Quito;1
1013882625284-01;Guayaquil;1
1013883456877-01;Quito;1
1013890620955-01;Quito;1
1013893032651-01;Loja;1
1013901063467-01;Salinas;1
1013902031089-01;Loja;1
1013911588529-01;Riobamba;1
1013912911453-01;Quito;1
1013920616611-01;Manta;3
1013922329263-01;Guayaquil;2
1013931248455-01;Ibarra;1
1013940783502-01;Ruminahui;2
1013941413982-01;Guayaquil;1
1013941608088-01;Santo Domingo;1
1013941674894-01;Ruminahui;30
1013952087901-01;Daule;1
1013960858415-01;Esmeraldas;1
1013963133109-01;Guayaquil;7
1013971824828-01;Duran;1
1013980132997-01;Balzar;6
1013990975843-01;Guayaquil;1
1013992877443-01;Guayaquil;1
1014040360310-01;Tosagua;1
1014041183819-01;Quito;1
1014050009485-01;Quito;1
1014060347489-01;Machala;6
1014061531389-01;Guayaquil;1
1014061532294-01;Santa Elena;1
1014070735755-01;Portoviejo;1
1014070807283-01;Naranjal;1
1014080385063-01;Guayaquil;1
1014080902664-01;Guayaquil;1
1014082984499-01;Cuenca;1
1014091863552-01;Guayaquil;1
1014093079957-01;Ibarra;1
1014093290443-01;Ibarra;1
1014093338182-01;Guayaquil;8
1014100033360-01;Isidro Ayora;4
1014100227962-01;Guayaquil;7
1014101764376-01;Riobamba;1
1014101828875-01;Vinces;1
1014101829044-01;Quito;2
1014110767972-01;Quito;1
1014110985208-01;Esmeraldas;1
1014113024517-01;Guayaquil;1
1014120060770-01;Quito;1
1014120203129-01;Quito;10
1014120788182-01;Santo Domingo;26
1014120924035-01;Quevedo;17
1014121047142-01;Loja;1
1014121623541-01;Ibarra;1
1014122709615-01;Guayaquil;4
1014130053377-01;Antonio Ante;1
1014131569319-01;Pasaje;1
1014140544135-01;Guayaquil;1
1014142307721-01;Pasaje;1
1014150032196-01;Zaruma;14
1014150173177-01;Pedro Carbo;1
1014150540050-01;Quito;1
1014153026265-01;Guayaquil;1
1014170295836-01;Guayaquil;1
1014170861919-01;Lomas De Sargentillo;7
1014171148098-01;Quito;2
1014181213626-01;Duran;15
1014183317925-01;Guayaquil;8
1014183522245-01;Guayaquil;1
1014190295094-01;Riobamba;1
1014192212171-01;Cuenca;1
1014193235554-01;Manta;1
1014202781767-01;Guayaquil;1
1014202974345-01;Guayaquil;13
1014203101794-01;Milagro;3
1014213016136-01;Guayaquil;1
1014213258062-01;Pasaje;1
1014222284878-01;Quito;10
1014250193524-01;Simon Bolivar;5
1014271581060-01;Ruminahui;1
1014301681706-01;Guayaquil;2
1014310456719-01;Urdaneta;2
1014310836394-01;Cuenca;2
1014311921642-01;Quito;1
1014312739292-01;Guayaquil;1
1014321188649-01;Quito;5
1014330510663-01;Quito;1
1014331809965-01;Quito;1
1014341291905-01;Daule;4
1014342809535-01;Esmeraldas;20
1014343436081-01;Guayaquil;5
1014350329334-01;Guayaquil;19
1014352664108-01;Quevedo;1
1014352867154-01;Patate;1
1014360096100-01;El Pan;1
1014360489110-01;Machala;1
1014361400677-01;Guayaquil;11
1014362191002-01;Guayaquil;27
1014362474276-01;Montalvo;1
1014362968357-01;Quito;1
1014370774726-01;Guayaquil;4
1014370980340-01;Guayaquil;1
1014373468385-01;Manta;23
1014380048903-01;Cuenca;11
1014380171455-01;Milagro;31
1014381251256-01;Quito;6
1014390755632-01;Guayaquil;4
1014391965450-01;Balsas;11
1014392349981-01;Guayaquil;24
1014392706527-01;Quito;30
1014393325770-01;Guayaquil;21
1014400989835-01;Quito;1
1014401162317-01;Daule;3
1014420740762-01;Quito;1
1014421000270-01;Guayaquil;1
1014421395720-01;Guayaquil;1
1014422169984-01;Gualaquiza;1
1014423275855-01;Milagro;1
1014430354022-01;Guayaquil;1
1014430925037-01;Pasaje;8
1014432905916-01;Guayaquil;1
1014453377455-01;Riobamba;1
1014462615587-01;Marcabeli;26
1014480727951-01;Guayaquil;39
1014491120136-01;Buena Fe;9
1014500940776-01;La Libertad;23
1014531227769-01;Cuenca;1
1014533213530-01;Quito;5
1014543213676-01;Quevedo;2
1014550796987-01;Ambato;1
1014560051109-01;Quito;15
1014561044164-01;Quito;1
1014571269789-01;Guayaquil;1
1014581563686-01;Milagro;1
1014582880390-01;Guayaquil;1
1014582997823-01;Quito;1
1014590073307-01;Daule;1
1014601648992-01;El Carmen;1
1014601984191-01;Quito;1
1014603220795-01;Quininde;5
1014611889046-01;Quito;1
1014612989297-01;Quito;2
1014650720681-01;Guayaquil;1
1014651225375-01;Banos De Agua Santa;1
1014661299274-01;Guayaquil;3
1014670673011-01;Ruminahui;1
1014671625943-01;Daule;1
1014692058134-01;Daule;1
1014771302302-01;Guayaquil;1
1014780082719-01;Ambato;1
1014780732567-01;Daule;4
1014780841474-01;Babahoyo;1
1014790268124-01;Ambato;4
1014793160280-01;Portoviejo;1
1014802260648-01;El Pangui;1
1014802736572-01;Guayaquil;24
1014810257421-01;Cuenca;1
1014811874515-01;Cuenca;2
1014813121520-01;Quito;1
1014813283187-01;Guayaquil;1
1014820795879-01;Quito;1
1014821447156-01;Quito;2
1014822184696-01;Guayaquil;5
1014822418276-01;Nobol;2
1014823117174-01;Guayaquil;1
1014830052226-01;Chone;1
1014831466981-01;Esmeraldas;1
1014840722187-01;Cuenca;1
1014841448471-01;Guayaquil;1
1014841798659-01;Quito;1
1014842957501-01;Quito;7
1014850280262-01;Quito;1
1014850673428-01;Quito;1
1014851894995-01;La Libertad;1
1014852789798-01;Cuenca;2
1014860258922-01;Quito;1
1014862022747-01;Guayaquil;2
1014862766561-01;Quito;6
1014870281240-01;Guayaquil;7
1014871817267-01;Guayaquil;37
1014881235590-01;La Mana;1
1014883128307-01;Guayaquil;10
1014883350447-01;Ambato;21
1014891951258-01;Guayaquil;1
1014892494557-01;Pajan;2
1014892864433-01;Pajan;1
1014902769853-01;Guayaquil;1
1014903194853-01;Daule;1
1014910720953-01;Quito;1
1014911231456-01;Guayaquil;24
1014912871266-01;Guayaquil;6
1014920160090-01;Alausi;1
1014942079145-01;Daule;1
1015022318109-01;Guayaquil;1
1015030455883-01;Santo Domingo;1
1015033025462-01;Riobamba;1
1015041914127-01;Guayaquil;1
1015042058858-01;Guayaquil;2
1015050268027-01;Daule;1
1015050860553-01;Quito;1
1015051709954-01;Guayaquil;3
1015053400826-01;Guayaquil;5
1015062296757-01;Atacames;1
1015062373872-01;Samborondon;1
1015062566043-01;Guayaquil;1
1015071297189-01;Guayaquil;10
1015072704867-01;Quito;1
1015080696080-01;Ibarra;4
1015081951046-01;Quito;1
1015082552444-01;Orellana;1
1015082681542-01;Quevedo;1
1015083552447-01;Esmeraldas;1
1015091169084-01;Quito;1
1015092779821-01;Quito;1
1015093438333-01;Guayaquil;1
1015102723455-01;Quininde;3
1015110617821-01;Limon - Indanza;2
1015110695073-01;Guayaquil;4
1015112040704-01;La Libertad;2
1015112525305-01;Quito;2
1015112621338-01;Guayaquil;1
1015121608420-01;Guayaquil;1
1015130439338-01;Samborondon;2
1015130998189-01;Quito;1
1015141201529-01;Esmeraldas;1
1015142925060-01;Quito;37
1015143565577-01;Orellana;1
1015150403102-01;Guayaquil;1
1015150479147-01;Cuenca;1
1015150869365-01;Machala;1
1015150915668-01;Guayaquil;1
1015151064124-01;Guayaquil;10
1015153187427-01;Quito;2
1015161680546-01;Cuenca;1
1015162118160-01;Guayaquil;1
1015162558087-01;Guayaquil;2
1015173351147-01;Guayaquil;18
1015241599217-01;Ambato;2
1015250855997-01;Daule;4
1015251362904-01;Atacames;2
1015251788540-01;Ambato;2
1015260229797-01;Machala;1
1015260695211-01;Guayaquil;1
1015260843584-01;Quito;15
1015270314952-01;Quito;24
1015270349665-01;Quito;1
1015271192141-01;Guayaquil;1
1015271981965-01;Guayaquil;1
1015272906973-01;Quito;1
1015281631140-01;Quito;1
1015282831789-01;Guayaquil;2
1015290744663-01;Guayaquil;6
1015292583495-01;Quito;1
1015303336106-01;Quito;1
1015310622073-01;Guayaquil;1
1015321106122-01;Ambato;12
1015321696959-01;Cuenca;11
1015322426593-01;Riobamba;1
1015331583760-01;Quito;1
1015332196095-01;Guayaquil;9
1015342114703-01;Daule;1
1015343095039-01;Quito;1
1015343271981-01;Quito;1
1015343358714-01;Quito;14
1015343435462-01;Quito;2
1015350094549-01;Cuenca;1
1015350428425-01;Quito;1
1015350503843-01;Guayaquil;1
1015350834632-01;Guayaquil;1
1015351206873-01;Quevedo;1
1015352377454-01;Quito;1
1015353493335-01;Quito;8
1015360948443-01;Playas;1
1015362631031-01;Guayaquil;1
1015371204042-01;Chone;1
1015372191436-01;Santa Rosa;4
1015373359936-01;Tena;2
1015380605006-01;Duran;8
1015381150943-01;Portoviejo;1
1015381332745-01;Pasaje;1
1015381948451-01;Guayaquil;16
1015382588705-01;Patate;1
1015382761379-01;Guayaquil;1
1015383125658-01;Portoviejo;1
1015390258647-01;Guayaquil;2
1015390490135-01;Quito;3
1015391686783-01;Portoviejo;1
1015392435068-01;Babahoyo;1
1015402410342-01;Quito;1
1015403355597-01;Pasaje;1
1015411104651-01;Orellana;1
1015421196577-01;Milagro;1
1015482875301-01;Quito;1
1015490907500-01;Guayaquil;1
1015493587076-01;Quito;1
1015501230450-01;Quito;10
1015501790444-01;Quito;1
1015510934358-01;Guayaquil;1
1015521661494-01;Guayaquil;1
1015521875299-01;Santa Rosa;1
1015523232071-01;Salinas;1
1015523590963-01;Guayaquil;1
1015530138968-01;Guayaquil;10
1015531258782-01;Chaguarpamba;3
1015531763574-01;Montalvo;1
1015531806783-01;Quito;4
1015531837309-01;Quito;1
1015541872665-01;Sucre;1
1015550717677-01;Portoviejo;1
1015552674775-01;Quito;1
1015561318261-01;La Troncal;1
1015561535143-01;Cuenca;8
1015562165347-01;Daule;1
1015562890161-01;Archidona;1
1015570236112-01;Guayaquil;1
1015571000439-01;Duran;5
1015571920248-01;Guayaquil;1
1015572048417-01;Quito;1
1015572048431-01;Macas;1
1015572222457-01;Guayaquil;3
1015572370899-01;Ambato;1
1015580464887-01;Guayaquil;1
1015591108566-01;Esmeraldas;5
1015592263859-01;Guayaquil;1
1015593026631-01;Loja;1
1015593245554-01;Vinces;3
1015600839085-01;Guayaquil;1
1015601836847-01;Quito;1
1015602551338-01;Cuenca;19
1015610055337-01;Quito;1
1015620960613-01;Quevedo;1
1015630063720-01;El Triunfo;2
1015650235737-01;Guayaquil;1
1015652634425-01;Cayambe;1
1015661132019-01;Babahoyo;1
1015721626059-01;Orellana;1
1015721670747-01;Quito;1
1015722537616-01;Marcelino Mariduena;1
1015731220854-01;Guayaquil;1
1015731353452-01;Quito;2
1015733448016-01;Cuenca;1
1015743216158-01;Valencia;36
1015750530638-01;El Pangui;1
1015751188346-01;Babahoyo;15
1015753571194-01;Loja;1
1015760467670-01;Loreto;1
1015771250193-01;Samborondon;1
1015771314620-01;Lomas De Sargentillo;14
1015771770081-01;Lomas De Sargentillo;1
1015772300299-01;Quito;1
1015780318465-01;Playas;1
1015781558673-01;Simon Bolivar;4
1015782742994-01;Cuenca;1
1015783233415-01;Quito;4
1015790269398-01;Isidro Ayora;1
1015790652541-01;Guayaquil;1
1015791439993-01;Santo Domingo;1
1015792268236-01;Cuyabeno;1
1015792785170-01;Guayaquil;1
1015793454038-01;Zamora;6
1015801491220-01;Riobamba;32
1015812559982-01;Guayaquil;3
1015820032469-01;Guayaquil;15
1015823010855-01;Latacunga;1
1015832483919-01;Guayaquil;39
1015833257172-01;Guayaquil;1
1015840085364-01;Santo Domingo;16
1015841192989-01;Guayaquil;3
1015842707343-01;Cuenca;1
1015843173127-01;Quito;1
1015850275185-01;Guayaquil;2
1015851492448-01;Quito;1
1015862581779-01;Guayaquil;1
1015862774217-01;Machala;26
1015870567778-01;Ambato;1
1015872159767-01;Lago Agrio;1
1015872231991-01;Babahoyo;7
1015873416778-01;Ambato;2
1015873515111-01;Guayaquil;1
1015881285923-01;Quito;3
1015883362247-01;Quito;9
1015891201388-01;Guayaquil;1
1015962475628-01;Esmeraldas;1
1015980245018-01;Cuenca;3
1015981172503-01;Cotacachi;1
1015991393914-01;Palora;4
1015991715394-01;La Mana;1
1016000068828-01;Tulcan;1
1016001588646-01;Guayaquil;7
1016002344289-01;Guaranda;1
1016010520873-01;Guayaquil;1
1016010706529-01;El Empalme;1
1016011057782-01;Quito;3
1016022431722-01;Quito;3
1016033019018-01;Quevedo;1
1016040986123-01;Cuenca;7
1016041712983-01;Duran;13
1016043158724-01;Quito;1
1016050087925-01;Ambato;3
1016050991778-01;Limon - Indanza;1
1016060248176-01;Portoviejo;1
1016060296115-01;Daule;4
1016060326248-01;Latacunga;1
1016060999429-01;Guayaquil;6
1016080240449-01;Ibarra;1
1016081074523-01;Guayaquil;1
1016081807315-01;Esmeraldas;1
1016083174792-01;Guayaquil;7
1016090022704-01;Guayaquil;1
1016092089894-01;Tena;1
1016093303969-01;Marcelino Mariduena;1
1016100225844-01;Esmeraldas;24
1016101809792-01;Quito;3
1016102451708-01;Portoviejo;1
1016102969315-01;Esmeraldas;1
1016111483024-01;Guayaquil;1
1016122175810-01;Quito;1
1016122749517-01;Guayaquil;3
1016123510936-01;Guayaquil;2
1016130963987-01;Machala;1
1016132015689-01;Portoviejo;15
1016152173140-01;Guayaquil;37
1016193179474-01;Quito;2
1016201275742-01;Quito;1
1016210890473-01;Quito;1
1016222484202-01;Salinas;1
1016223297371-01;Quito;36
1016230768638-01;Guayaquil;2
1016241083670-01;Orellana;1
1016242929746-01;Quito;1
1016243027143-01;Quito;1
1016251151699-01;Guayaquil;10
1016252841418-01;Atacames;39
1016260994866-01;Guayaquil;1
1016261086243-01;Guayaquil;1
1016261547009-01;Quito;17
1016262164772-01;Quito;1
1016263436383-01;Guayaquil;1
1016270656011-01;Daule;1
1016271423648-01;Caluma;1
1016271928042-01;Quito;1
1016272128344-01;Portoviejo;15
1016272204552-01;Quito;6
1016272222991-01;Daule;1
1016273510595-01;Guayaquil;1
1016273566604-01;Guayaquil;11
1016281909837-01;Guayaquil;1
1016282414450-01;Quito;1
1016282441780-01;Guayaquil;12
1016291349404-01;Guayaquil;1
1016291423035-01;Quito;1
1016291450559-01;Guayaquil;1
1016292031438-01;Ruminahui;6
1016292114339-01;Quito;1
1016292417339-01;Quito;1
1016293406617-01;Quito;1
1016300444202-01;Babahoyo;2
1016301540067-01;Guayaquil;8
1016301968318-01;Cuenca;1
1016302166533-01;Quito;1
1016302199112-01;Quito;1
1016310422240-01;Quito;9
1016310424817-01;Guayaquil;1
1016311401789-01;Quito;5
1016312871005-01;Atacames;1
1016313045427-01;Quito;1
1016313360477-01;Ambato;1
1016330050060-01;Guayaquil;1
1016330244868-01;Portoviejo;2
1016331463621-01;Guayaquil;13
1016331481208-01;Santo Domingo;1
1016332177383-01;La Joya De Los Sachas;2
1016332255412-01;Quito;1
1016333286193-01;Quito;1
1016340301553-01;Guayaquil;3
1016340459522-01;Duran;4
1016341824966-01;Guayaquil;1
1016343088803-01;Quito;1
1016350088637-01;Cuenca;1
1016350937470-01;Puerto Quito;2
1016351285979-01;Quito;1
1016351608057-01;Quito;1
1016352630838-01;Guayaquil;1
1016353375479-01;Esmeraldas;1
1016360433233-01;La Troncal;1
1016361083354-01;Santa Rosa;12
1016371123205-01;Guayaquil;10
1016373148299-01;Milagro;18
1016381896230-01;Guayaquil;1
1016390670479-01;Manta;1
1016392563163-01;Guayaquil;7
1016460285490-01;Quito;1
1016460525939-01;Guayaquil;21
1016471663114-01;Isidro Ayora;2
1016481599875-01;Milagro;1
1016490863243-01;Quevedo;18
1016491329818-01;Quito;1
1016491594739-01;Sucre;1
1016492258243-01;Daule;1
1016493010694-01;Quito;1
1016501636017-01;Balzar;2
1016502009333-01;Guayaquil;1
1016511018642-01;Cayambe;4
1016511350347-01;Quito;1
1016511828974-01;Esmeraldas;1
1016511919271-01;Guayaquil;1
1016512632398-01;El Guabo;1
1016520099041-01;Guayaquil;1
1016521255139-01;Daule;2
1016522804904-01;Duran;12
1016523039241-01;Portoviejo;1
1016523360323-01;Manta;1
1016523433858-01;Guayaquil;1
1016530908855-01;Guayaquil;1
1016531206550-01;Cuenca;1
1016531821856-01;Guayaquil;1
1016531860182-01;Portoviejo;1
1016531892525-01;Quito;4
1016540544460-01;Quito;1
1016541683777-01;Quito;2
1016541755949-01;Guayaquil;3
1016552879420-01;Guayaquil;2
1016563568390-01;Guayaquil;7
1016571333146-01;Quito;14
1016571386232-01;Quito;1
1016581067832-01;Guayaquil;1
1016581402101-01;Guayaquil;3
1016581895166-01;Simon Bolivar;2
1016590536529-01;Guayaquil;6
1016600217431-01;Quito;1
1016601137547-01;Esmeraldas;1
1016612190739-01;Esmeraldas;1
1016632698557-01;Portoviejo;1
1016691409710-01;Guayaquil;1
1016691480439-01;Quito;1
1016693372281-01;Quito;11
1016700874619-01;Guayaquil;1
1016701670829-01;Santa Ana;1
1016702070505-01;Quito;1
1016721318313-01;Quito;1
1016721522563-01;Balzar;1
1016721605117-01;Portoviejo;6
1016722453542-01;Guayaquil;1
1016722697733-01;Cuenca;1
1016742453700-01;Cuenca;1
1016742513546-01;Guayaquil;5
1016750604242-01;Quito;1
1016760803847-01;Guayaquil;2
1016761765167-01;Rio Verde;5
1016770703492-01;Quito;38
1016783300068-01;Guayaquil;1
1016790915021-01;Quito;3
1016791827403-01;Guayaquil;1
1016801797973-01;Ruminahui;3
1016802483218-01;Quevedo;1
1016803514291-01;Quito;12
1016811432830-01;Guayaquil;1
1016820018714-01;Quito;1
1016820851291-01;Babahoyo;1
1016822361152-01;Babahoyo;1
1016822862198-01;Salcedo;1
1016831116676-01;Duran;39
1016831848228-01;El Carmen;1
1016832499428-01;Quito;1
1016841003108-01;Guayaquil;1
1016841973111-01;Quito;1
1016850136116-01;Esmeraldas;34
1016862152083-01;Guayaquil;5
1016870054243-01;Manta;13
1016920225626-01;Guayaquil;1
1016933050858-01;Guayaquil;22
1016933329390-01;Guayaquil;4
1016950278087-01;Cuenca;9
1016960505212-01;Salinas;1
1016960549495-01;Guayaquil;2
1016961176710-01;Salinas;1
1016961760846-01;Guayaquil;7
1016970125171-01;Quito;1
1016972365117-01;Quito;1
1016973130094-01;Chimbo;1
1016981340136-01;Guayaquil;1
1016990642345-01;Guayaquil;2
1016991188173-01;Quito;1
1016991505171-01;Quito;2
1017000134458-01;Machala;15
1017000294958-01;Quevedo;20
1017002436132-01;Guayaquil;1
1017003182750-01;Guayaquil;2
1017011434725-01;Quito;4
1017011952171-01;Quevedo;5
1017012990309-01;Quito;1
1017021629447-01;Guayaquil;1
1017031437421-01;Guayaquil;1
1017031726783-01;Daule;1
1017033424852-01;Guayaquil;1
1017040640242-01;Cuenca;1
1017041687397-01;Guayaquil;1
1017043191532-01;Quito;34
1017043567312-01;Quito;1
1017050404202-01;Quito;1
1017053014655-01;Quito;1
1017053093401-01;Quito;5
1017063010551-01;Guayaquil;19
1017070694433-01;Paute;1
1017072063516-01;Daule;2
1017072147194-01;Guayaquil;1
1017072565807-01;Latacunga;1
1017072594083-01;Piñas;3
1017072966797-01;Puebloviejo;1
1017081033143-01;Ambato;2
1017081063172-01;Quito;1
1017082852506-01;Portoviejo;10
1017092523703-01;Guayaquil;3
1017101447298-01;Guayaquil;6
1017101606904-01;Guayaquil;13
1017130206633-01;Guayaquil;1
1017173240095-01;Guayaquil;26
1017181980084-01;Daule;1
1017200653232-01;Loja;1
1017201630483-01;Guayaquil;10
1017212945110-01;Manta;1
1017220787558-01;Macas;3
1017221753861-01;Quito;29
1017230235304-01;Azogues;8
1017231052438-01;Portoviejo;2
1017231351028-01;Guayaquil;1
1017240455822-01;Quito;21
1017240536952-01;Quito;1
1017241178662-01;Guayaquil;3
1017242591562-01;Guayaquil;11
1017242754683-01;Salcedo;1
1017242812225-01;Portoviejo;1
1017250687301-01;Daule;1
1017250707784-01;Quito;1
1017251804311-01;Ibarra;1
1017252028439-01;Ibarra;2
1017253353527-01;Guayaquil;1
1017260975964-01;Santo Domingo;1
1017261381320-01;Quito;2
1017261753096-01;Quito;1
1017262892051-01;Quito;16
1017263560608-01;Samborondon;1
1017270802627-01;Guayaquil;1
1017280300169-01;Quito;1
1017280759066-01;Guayaquil;24
1017280777678-01;Guayaquil;7
1017281289233-01;Cuenca;20
1017282380954-01;La Mana;1
1017283557600-01;Ruminahui;1
1017290699624-01;Guayaquil;1
1017301460709-01;Loja;1
1017301504414-01;Guayaquil;1
1017302410568-01;Quito;1
1017310383967-01;Ventanas;31
1017310810082-01;Quito;37
1017312351278-01;Daule;1
1017321417556-01;Quito;1
1017332683856-01;Piñas;30
1017363143011-01;Quito;6
1017400753912-01;Salcedo;1
1017411244131-01;Otavalo;1
1017412242077-01;Portoviejo;2
1017412521126-01;Nobol;1
1017412832033-01;Quito;1
1017421540183-01;Ambato;1
1017421641613-01;Cuenca;1
1017431040521-01;Guayaquil;1
1017431141603-01;Latacunga;1
1017432213034-01;Machala;19
1017440063433-01;Guayaquil;1
1017441864876-01;Guayaquil;2
1017442908032-01;Guayaquil;1
1017443135983-01;Guayaquil;8
1017450236397-01;Samborondon;4
1017461899720-01;Santo Domingo;31
1017462731313-01;Daule;1
1017462803311-01;Quito;2
1017462970394-01;Quito;2
1017473270048-01;Daule;3
1017481598913-01;Guayaquil;31
1017490676649-01;Quito;1
1017492225634-01;Guayaquil;5
1017492877531-01;Quito;20
1017500194626-01;Valencia;1
1017500844932-01;Quito;4
1017501363147-01;Guayaquil;3
1017502411708-01;Guayaquil;10
1017502893035-01;Portoviejo;18
1017503267277-01;Santa Ana;1
1017511691927-01;Quito;1
1017522471472-01;Guayaquil;10
1017531051533-01;Guayaquil;1
1017531484812-01;Quito;1
1017532119542-01;Alausi;1
1017532663692-01;Portoviejo;1
1017540457634-01;Guayaquil;1
1017540880501-01;Jipijapa;1
1017552558134-01;Babahoyo;2
1017553308184-01;Guayaquil;1
1017561521283-01;Quito;1
1017573349533-01;Quevedo;13
1017593153039-01;Guayaquil;9
1017641284151-01;Portoviejo;1
1017653111358-01;Manta;21
1017661570342-01;Ibarra;1
1017661816737-01;Quito;1
1017662887529-01;Santo Domingo;32
1017672779232-01;Daule;1
1017681785485-01;Guayaquil;1
1017682685528-01;Duran;19
1017683410267-01;Quito;1
1017692656324-01;Daule;2
1017692817511-01;Quito;1
1017700587717-01;Guayaquil;1
1017700882860-01;Quito;1
1017701282437-01;Quito;4
1017703049580-01;Quito;8
1017703160595-01;Guayaquil;12
1017711424184-01;Quito;20
1017712690191-01;Guayaquil;18
1017713356575-01;Guayaquil;1
1017730328828-01;Daule;39
1017732311213-01;Quito;1
